timestamp,container,cpu_perc,mem_mib
1769572168.1239853,alice,0.21,46.56
1769572168.1239853,bob,0.96,44.98
1769572168.1239853,carol,0.23,46.55
1769572168.1239853,dave,0.83,44.4
1769572168.1239853,orchestrator,0.00,17.54
1769572171.1973724,alice,0.19,46.61
1769572171.1973724,bob,1.15,44.55
1769572171.1973724,carol,0.18,46.22
1769572171.1973724,dave,1.12,44.15
1769572171.1973724,orchestrator,0.00,17.54
1769572174.2711136,alice,0.87,47.34
1769572174.2711136,bob,1.25,44.53
1769572174.2711136,carol,0.15,46.32
1769572174.2711136,dave,0.86,44.14
1769572174.2711136,orchestrator,0.00,17.54
1769572177.347828,alice,2.22,47.11
1769572177.347828,bob,2.34,44.91
1769572177.347828,carol,0.24,46.34
1769572177.347828,dave,0.73,44.13
1769572177.347828,orchestrator,1.44,17.61
1769572181.4503813,alice,0.87,46.95
1769572181.4503813,bob,1.52,44.58
1769572181.4503813,carol,2.32,47.35
1769572181.4503813,dave,2.50,44.23
1769572181.4503813,orchestrator,0.48,17.54
1769572184.5268433,alice,0.32,46.92
1769572184.5268433,bob,1.34,44.83
1769572184.5268433,carol,0.17,46.64
1769572184.5268433,dave,0.54,44.28
1769572184.5268433,orchestrator,0.02,17.54
1769572187.603864,alice,0.27,47.21
1769572187.603864,bob,1.17,44.57
1769572187.603864,carol,0.19,46.38
1769572187.603864,dave,0.60,44.14
1769572187.603864,orchestrator,0.00,17.54
1769572190.6786869,alice,0.16,47.2
1769572190.6786869,bob,0.82,44.82
1769572190.6786869,carol,0.11,46.46
1769572190.6786869,dave,0.76,44.15
1769572190.6786869,orchestrator,0.00,17.54
1769572193.7528257,alice,0.72,47.27
1769572193.7528257,bob,1.76,45.22
1769572193.7528257,carol,0.17,46.61
1769572193.7528257,dave,0.71,44.17
1769572193.7528257,orchestrator,0.00,17.54
1769572196.8255057,alice,0.14,47.28
1769572196.8255057,bob,0.71,44.59
1769572196.8255057,carol,0.08,46.3
1769572196.8255057,dave,0.46,44.39
1769572196.8255057,orchestrator,2.52,17.54
1769572199.8987439,alice,0.29,46.89
1769572199.8987439,bob,0.93,44.64
1769572199.8987439,carol,1.00,46.5
1769572199.8987439,dave,2.49,44.21
1769572199.8987439,orchestrator,1.44,17.54
1769572202.974265,alice,0.65,46.87
1769572202.974265,bob,1.30,44.84
1769572202.974265,carol,0.17,46.52
1769572202.974265,dave,1.11,44.28
1769572202.974265,orchestrator,0.50,17.54
1769572206.0500834,alice,0.13,47.16
1769572206.0500834,bob,0.76,44.7
1769572206.0500834,carol,0.11,46.55
1769572206.0500834,dave,1.10,44.43
1769572206.0500834,orchestrator,0.00,17.54
1769572209.1259837,alice,0.15,47.23
1769572209.1259837,bob,0.65,44.94
1769572209.1259837,carol,0.16,46.63
1769572209.1259837,dave,0.67,44.18
1769572209.1259837,orchestrator,0.00,17.54
1769572213.2491276,alice,0.14,46.97
1769572213.2491276,bob,0.62,44.85
1769572213.2491276,carol,0.13,46.69
1769572213.2491276,dave,0.69,44.16
1769572213.2491276,orchestrator,0.00,17.54
1769572216.3272924,alice,0.70,47.12
1769572216.3272924,bob,1.25,44.72
1769572216.3272924,carol,0.70,46.98
1769572216.3272924,dave,1.28,44.43
1769572216.3272924,orchestrator,0.95,17.54
1769572219.4026878,alice,1.01,47.18
1769572219.4026878,bob,1.89,44.87
1769572219.4026878,carol,0.70,46.76
1769572219.4026878,dave,1.47,44.43
1769572219.4026878,orchestrator,1.74,17.54
1769572222.4730504,alice,0.38,47.11
1769572222.4730504,bob,1.13,44.63
1769572222.4730504,carol,0.12,46.5
1769572222.4730504,dave,0.83,44.41
1769572222.4730504,orchestrator,0.02,17.54
1769572225.548427,alice,0.34,47.17
1769572225.548427,bob,1.00,44.84
1769572225.548427,carol,0.25,46.73
1769572225.548427,dave,0.64,44.29
1769572225.548427,orchestrator,0.00,17.54
1769572228.628217,alice,0.55,47.04
1769572228.628217,bob,1.31,44.89
1769572228.628217,carol,0.09,46.73
1769572228.628217,dave,1.30,44.68
1769572228.628217,orchestrator,0.00,17.54
1769572231.702244,alice,0.62,47.18
1769572231.702244,bob,1.48,45.07
1769572231.702244,carol,0.27,46.59
1769572231.702244,dave,1.06,44.47
1769572231.702244,orchestrator,0.00,17.54
1769572234.7784998,alice,1.64,44.44
1769572234.7784998,bob,0.50,44.51
1769572234.7784998,carol,0.12,44.08
1769572234.7784998,dave,0.11,44.06
1769572234.7784998,orchestrator,0.47,17.54
1769572237.8565898,alice,0.01,44.43
1769572237.8565898,bob,0.02,44.51
1769572237.8565898,carol,0.01,44.09
1769572237.8565898,dave,0.01,44.07
1769572237.8565898,orchestrator,0.00,17.54
1769572240.9328275,alice,0.17,44.44
1769572240.9328275,bob,2.20,44.61
1769572240.9328275,carol,0.16,44.09
1769572240.9328275,dave,0.17,43.98
1769572240.9328275,orchestrator,0.00,17.54
1769572244.0218422,alice,2.38,45.08
1769572244.0218422,bob,1.07,44.9
1769572244.0218422,carol,2.29,44.73
1769572244.0218422,dave,1.05,44.02
1769572244.0218422,orchestrator,0.00,17.54
1769572248.1407788,alice,2.73,45.34
1769572248.1407788,bob,1.27,44.62
1769572248.1407788,carol,2.70,44.98
1769572248.1407788,dave,1.29,44.54
1769572248.1407788,orchestrator,0.00,17.54
1769572251.2182958,alice,4.51,45.11
1769572251.2182958,bob,0.86,44.62
1769572251.2182958,carol,2.68,44.75
1769572251.2182958,dave,0.98,44.26
1769572251.2182958,orchestrator,0.96,17.61
1769572254.294262,alice,3.59,45.12
1769572254.294262,bob,1.16,44.9
1769572254.294262,carol,2.33,44.75
1769572254.294262,dave,1.42,44.01
1769572254.294262,orchestrator,0.31,17.54
1769572257.3691618,alice,2.36,45.12
1769572257.3691618,bob,1.02,44.65
1769572257.3691618,carol,3.64,45.52
1769572257.3691618,dave,1.14,44.02
1769572257.3691618,orchestrator,0.00,17.54
1769572260.444048,alice,2.21,45.39
1769572260.444048,bob,0.90,44.65
1769572260.444048,carol,2.77,44.78
1769572260.444048,dave,1.62,44.04
1769572260.444048,orchestrator,0.00,17.54
1769572263.5168924,alice,2.30,45.16
1769572263.5168924,bob,1.52,45.16
1769572263.5168924,carol,2.13,44.79
1769572263.5168924,dave,0.88,44.28
1769572263.5168924,orchestrator,0.00,17.54
1769572266.5913272,alice,2.33,45.16
1769572266.5913272,bob,0.94,44.66
1769572266.5913272,carol,2.26,44.8
1769572266.5913272,dave,0.88,44.04
1769572266.5913272,orchestrator,0.00,17.54
1769572269.6643345,alice,2.30,45.17
1769572269.6643345,bob,0.95,44.66
1769572269.6643345,carol,2.30,44.81
1769572269.6643345,dave,0.98,44.28
1769572269.6643345,orchestrator,1.46,17.61
1769572272.7388818,alice,2.22,45.19
1769572272.7388818,bob,1.28,44.68
1769572272.7388818,carol,2.36,44.82
1769572272.7388818,dave,2.62,44.05
1769572272.7388818,orchestrator,1.87,17.79
1769572275.815837,alice,2.78,45.2
1769572275.815837,bob,1.37,44.68
1769572275.815837,carol,2.66,44.87
1769572275.815837,dave,1.38,44.54
1769572275.815837,orchestrator,0.02,17.54
1769572279.9501922,alice,3.12,45.71
1769572279.9501922,bob,1.75,44.69
1769572279.9501922,carol,2.26,44.85
1769572279.9501922,dave,0.92,44.05
1769572279.9501922,orchestrator,0.00,17.54
1769572283.0266826,alice,2.33,45.32
1769572283.0266826,bob,1.06,44.69
1769572283.0266826,carol,2.35,44.95
1769572283.0266826,dave,1.06,44.09
1769572283.0266826,orchestrator,0.00,17.54
1769572286.1007488,alice,2.30,45.23
1769572286.1007488,bob,1.01,44.93
1769572286.1007488,carol,2.18,44.87
1769572286.1007488,dave,0.88,44.06
1769572286.1007488,orchestrator,0.00,17.54
1769572289.1729202,alice,2.30,45.25
1769572289.1729202,bob,1.00,44.69
1769572289.1729202,carol,2.30,44.88
1769572289.1729202,dave,1.00,44.06
1769572289.1729202,orchestrator,2.14,17.54
1769572292.2486973,alice,2.36,45.25
1769572292.2486973,bob,0.99,44.96
1769572292.2486973,carol,4.23,44.89
1769572292.2486973,dave,2.43,44.09
1769572292.2486973,orchestrator,0.55,17.8
1769572295.325643,alice,2.27,45.51
1769572295.325643,bob,0.98,44.96
1769572295.325643,carol,3.21,45.16
1769572295.325643,dave,1.87,44.6
1769572295.325643,orchestrator,0.40,17.54
1769572298.398052,alice,2.37,45.52
1769572298.398052,bob,0.97,44.71
1769572298.398052,carol,2.47,45.42
1769572298.398052,dave,1.00,44.1
1769572298.398052,orchestrator,0.00,17.54
1769572301.4732847,alice,2.73,45.31
1769572301.4732847,bob,1.38,44.96
1769572301.4732847,carol,2.83,44.94
1769572301.4732847,dave,1.38,44.11
1769572301.4732847,orchestrator,0.00,17.54
1769572304.5500638,alice,2.22,45.29
1769572304.5500638,bob,0.89,44.72
1769572304.5500638,carol,2.23,45.21
1769572304.5500638,dave,0.86,44.12
1769572304.5500638,orchestrator,0.00,17.54
1769572307.625203,alice,2.23,45.3
1769572307.625203,bob,0.86,44.72
1769572307.625203,carol,2.36,44.97
1769572307.625203,dave,0.95,44.12
1769572307.625203,orchestrator,0.98,17.54
1769572310.700879,alice,2.22,45.31
1769572310.700879,bob,0.87,44.98
1769572310.700879,carol,2.22,44.99
1769572310.700879,dave,0.85,44.38
1769572310.700879,orchestrator,1.71,17.54
1769572314.807188,alice,2.19,45.32
1769572314.807188,bob,1.06,44.73
1769572314.807188,carol,2.20,45.05
1769572314.807188,dave,0.89,44.12
1769572314.807188,orchestrator,0.00,17.54
1769572317.8816462,alice,2.55,45.33
1769572317.8816462,bob,1.36,44.98
1769572317.8816462,carol,2.18,44.98
1769572317.8816462,dave,0.86,44.11
1769572317.8816462,orchestrator,0.00,17.54
1769572320.9568143,alice,2.25,45.35
1769572320.9568143,bob,0.86,44.74
1769572320.9568143,carol,2.33,44.99
1769572320.9568143,dave,0.98,44.36
1769572320.9568143,orchestrator,0.00,17.54
1769572324.0254452,alice,2.46,45.45
1769572324.0254452,bob,0.98,44.98
1769572324.0254452,carol,2.37,45
1769572324.0254452,dave,1.03,44.2
1769572324.0254452,orchestrator,0.00,17.54
1769572327.0967755,alice,3.66,45.38
1769572327.0967755,bob,1.27,44.98
1769572327.0967755,carol,2.83,45.01
1769572327.0967755,dave,1.47,44.13
1769572327.0967755,orchestrator,0.00,17.55
1769572330.170528,alice,2.24,45.62
1769572330.170528,bob,1.72,45
1769572330.170528,carol,2.64,45.27
1769572330.170528,dave,1.31,44.13
1769572330.170528,orchestrator,0.00,17.54
1769572333.24831,alice,2.82,45.64
1769572333.24831,bob,1.49,45
1769572333.24831,carol,2.34,45.28
1769572333.24831,dave,1.30,44.15
1769572333.24831,orchestrator,0.00,17.54
1769572336.322687,alice,2.20,45.41
1769572336.322687,bob,0.88,44.76
1769572336.322687,carol,2.80,45.04
1769572336.322687,dave,1.30,44.64
1769572336.322687,orchestrator,0.00,17.54
1769572339.396853,alice,2.78,45.43
1769572339.396853,bob,1.05,44.77
1769572339.396853,carol,2.23,45.06
1769572339.396853,dave,0.90,44.39
1769572339.396853,orchestrator,0.00,17.54
1769572342.4725082,alice,3.66,45.64
1769572342.4725082,bob,1.27,45.02
1769572342.4725082,carol,2.24,45.07
1769572342.4725082,dave,0.88,44.15
1769572342.4725082,orchestrator,2.26,17.84
1769572346.5410225,alice,3.60,45.71
1769572346.5410225,bob,1.15,44.77
1769572346.5410225,carol,2.35,45.18
1769572346.5410225,dave,0.97,44.15
1769572346.5410225,orchestrator,0.42,17.54
1769572349.616913,alice,2.81,45.96
1769572349.616913,bob,1.38,44.77
1769572349.616913,carol,2.70,45.59
1769572349.616913,dave,1.14,44.41
1769572349.616913,orchestrator,0.00,17.54
1769572352.692617,alice,2.41,45.47
1769572352.692617,bob,1.18,45.03
1769572352.692617,carol,2.30,45.36
1769572352.692617,dave,0.97,44.16
1769572352.692617,orchestrator,0.00,17.54
1769572355.7649577,alice,2.20,45.48
1769572355.7649577,bob,0.85,45.03
1769572355.7649577,carol,2.32,45.12
1769572355.7649577,dave,1.02,44.67
1769572355.7649577,orchestrator,0.00,17.54
1769572358.8372471,alice,2.18,45.48
1769572358.8372471,bob,0.87,44.79
1769572358.8372471,carol,2.27,45.14
1769572358.8372471,dave,0.96,44.18
1769572358.8372471,orchestrator,0.00,17.54
1769572361.911024,alice,4.19,45.5
1769572361.911024,bob,0.89,45.03
1769572361.911024,carol,2.84,45.15
1769572361.911024,dave,1.42,44.45
1769572361.911024,orchestrator,1.96,17.54
1769572364.9849842,alice,2.38,45.5
1769572364.9849842,bob,1.04,44.78
1769572364.9849842,carol,2.24,45.16
1769572364.9849842,dave,2.40,44.48
1769572364.9849842,orchestrator,1.69,17.55
1769572368.0603945,alice,2.24,45.76
1769572368.0603945,bob,0.86,44.78
1769572368.0603945,carol,3.31,45.67
1769572368.0603945,dave,1.25,44.2
1769572368.0603945,orchestrator,0.27,17.54
1769572371.135074,alice,2.26,45.52
1769572371.135074,bob,0.86,44.78
1769572371.135074,carol,2.41,45.18
1769572371.135074,dave,0.99,44.45
1769572371.135074,orchestrator,0.00,17.54
1769572374.2102845,alice,2.22,45.53
1769572374.2102845,bob,0.88,45.04
1769572374.2102845,carol,2.23,45.19
1769572374.2102845,dave,0.95,44.45
1769572374.2102845,orchestrator,0.00,17.54
1769572377.2859144,alice,2.22,45.54
1769572377.2859144,bob,0.87,44.79
1769572377.2859144,carol,2.21,45.2
1769572377.2859144,dave,0.97,44.45
1769572377.2859144,orchestrator,0.00,17.54
1769572381.337542,alice,4.58,46.03
1769572381.337542,bob,2.67,44.81
1769572381.337542,carol,2.43,45.21
1769572381.337542,dave,1.00,44.22
1769572381.337542,orchestrator,0.24,17.54
1769572384.412212,alice,2.87,45.57
1769572384.412212,bob,1.37,44.81
1769572384.412212,carol,4.29,45.97
1769572384.412212,dave,2.25,44.71
1769572384.412212,orchestrator,0.32,17.54
1769572387.4845448,alice,2.32,45.59
1769572387.4845448,bob,1.02,45.06
1769572387.4845448,carol,4.37,45.73
1769572387.4845448,dave,1.46,44.22
1769572387.4845448,orchestrator,0.02,17.54
1769572390.5589428,alice,2.35,45.6
1769572390.5589428,bob,0.99,44.82
1769572390.5589428,carol,2.26,45.25
1769572390.5589428,dave,0.89,44.23
1769572390.5589428,orchestrator,0.00,17.54
1769572393.6325898,alice,2.43,45.61
1769572393.6325898,bob,1.33,45.07
1769572393.6325898,carol,2.28,45.5
1769572393.6325898,dave,0.97,44.47
1769572393.6325898,orchestrator,0.00,17.54
1769572396.706377,alice,2.77,45.63
1769572396.706377,bob,1.62,44.84
1769572396.706377,carol,2.95,45.27
1769572396.706377,dave,1.40,44.27
1769572396.706377,orchestrator,0.00,17.54
1769572399.785097,alice,2.20,45.64
1769572399.785097,bob,2.18,44.86
1769572399.785097,carol,2.65,45.53
1769572399.785097,dave,1.45,45.24
1769572399.785097,orchestrator,0.00,17.8
1769572402.8603365,alice,2.66,45.66
1769572402.8603365,bob,1.28,44.87
1769572402.8603365,carol,2.81,45.32
1769572402.8603365,dave,1.27,44.25
1769572402.8603365,orchestrator,1.70,17.55
1769572405.9343436,alice,2.27,45.66
1769572405.9343436,bob,0.88,44.85
1769572405.9343436,carol,2.42,45.55
1769572405.9343436,dave,1.01,44.35
1769572405.9343436,orchestrator,0.02,17.54
1769572409.016741,alice,2.18,45.67
1769572409.016741,bob,0.86,44.86
1769572409.016741,carol,2.39,45.8
1769572409.016741,dave,0.97,44.5
1769572409.016741,orchestrator,0.00,17.54
1769572413.0875793,alice,2.21,45.68
1769572413.0875793,bob,1.35,44.86
1769572413.0875793,carol,2.26,45.31
1769572413.0875793,dave,0.90,44.49
1769572413.0875793,orchestrator,0.00,17.54
1769572416.1686172,alice,2.39,45.68
1769572416.1686172,bob,1.09,45.11
1769572416.1686172,carol,2.34,45.32
1769572416.1686172,dave,0.89,44.26
1769572416.1686172,orchestrator,0.53,18.06
1769572419.2452948,alice,2.32,45.68
1769572419.2452948,bob,0.96,45.13
1769572419.2452948,carol,2.31,45.34
1769572419.2452948,dave,0.88,44.52
1769572419.2452948,orchestrator,0.00,17.54
1769572422.3211868,alice,2.37,45.69
1769572422.3211868,bob,0.98,45.36
1769572422.3211868,carol,2.55,45.34
1769572422.3211868,dave,1.10,44.52
1769572422.3211868,orchestrator,2.04,17.79
1769572425.3997004,alice,2.50,45.7
1769572425.3997004,bob,1.06,44.86
1769572425.3997004,carol,2.36,45.36
1769572425.3997004,dave,0.95,44.29
1769572425.3997004,orchestrator,0.00,17.54
1769572428.4815128,alice,2.22,45.72
1769572428.4815128,bob,0.88,45.12
1769572428.4815128,carol,2.90,45.88
1769572428.4815128,dave,1.51,44.52
1769572428.4815128,orchestrator,0.00,17.54
1769572431.5562546,alice,2.81,45.73
1769572431.5562546,bob,1.41,44.88
1769572431.5562546,carol,2.70,45.39
1769572431.5562546,dave,1.27,44.27
1769572431.5562546,orchestrator,0.00,17.54
1769572434.6303687,alice,2.18,45.74
1769572434.6303687,bob,0.89,45.13
1769572434.6303687,carol,2.47,45.39
1769572434.6303687,dave,1.31,44.53
1769572434.6303687,orchestrator,1.74,18.08
1769572437.704321,alice,3.58,46
1769572437.704321,bob,1.13,44.88
1769572437.704321,carol,2.36,45.4
1769572437.704321,dave,0.98,44.29
1769572437.704321,orchestrator,0.44,17.54
1769572440.77974,alice,2.20,45.76
1769572440.77974,bob,0.89,45.38
1769572440.77974,carol,3.58,45.45
1769572440.77974,dave,1.14,44.54
1769572440.77974,orchestrator,0.00,17.54
1769572444.9617517,alice,2.33,45.77
1769572444.9617517,bob,0.99,44.89
1769572444.9617517,carol,2.77,45.66
1769572444.9617517,dave,0.90,44.54
1769572444.9617517,orchestrator,0.00,17.54
1769572448.0354388,alice,2.26,45.78
1769572448.0354388,bob,1.07,44.89
1769572448.0354388,carol,2.42,45.51
1769572448.0354388,dave,1.14,44.62
1769572448.0354388,orchestrator,0.00,17.54
1769572451.1108158,alice,2.25,45.79
1769572451.1108158,bob,0.91,45.14
1769572451.1108158,carol,2.64,45.44
1769572451.1108158,dave,1.32,44.55
1769572451.1108158,orchestrator,0.00,17.54
1769572454.1843362,alice,4.76,46.31
1769572454.1843362,bob,2.83,45.65
1769572454.1843362,carol,2.32,45.45
1769572454.1843362,dave,0.92,44.3
1769572454.1843362,orchestrator,1.21,17.8
1769572457.2641356,alice,2.20,45.84
1769572457.2641356,bob,0.88,44.92
1769572457.2641356,carol,3.50,46.16
1769572457.2641356,dave,0.87,44.3
1769572457.2641356,orchestrator,0.41,17.54
1769572460.340305,alice,2.41,45.86
1769572460.340305,bob,0.93,45.43
1769572460.340305,carol,4.16,46.02
1769572460.340305,dave,1.66,44.32
1769572460.340305,orchestrator,0.00,17.54
1769572463.4156199,alice,2.46,45.85
1769572463.4156199,bob,1.01,45.15
1769572463.4156199,carol,2.29,45.48
1769572463.4156199,dave,0.93,44.56
1769572463.4156199,orchestrator,0.00,17.54
1769572466.4923108,alice,2.77,45.86
1769572466.4923108,bob,1.30,45.18
1769572466.4923108,carol,2.24,45.48
1769572466.4923108,dave,0.93,44.82
1769572466.4923108,orchestrator,0.00,17.54
1769572469.5690749,alice,3.04,46.11
1769572469.5690749,bob,1.62,45.18
1769572469.5690749,carol,2.69,45.52
1769572469.5690749,dave,1.20,44.61
1769572469.5690749,orchestrator,0.00,17.54
1769572472.6562233,alice,2.85,45.89
1769572472.6562233,bob,2.24,44.96
1769572472.6562233,carol,2.65,45.74
1769572472.6562233,dave,1.42,44.57
1769572472.6562233,orchestrator,2.05,17.83
1769572475.7382553,alice,2.28,45.89
1769572475.7382553,bob,0.88,44.94
1769572475.7382553,carol,2.23,45.5
1769572475.7382553,dave,2.71,44.58
1769572475.7382553,orchestrator,1.79,17.79
1769572479.8015454,alice,2.18,45.9
1769572479.8015454,bob,1.04,44.95
1769572479.8015454,carol,2.33,45.54
1769572479.8015454,dave,0.90,44.34
1769572479.8015454,orchestrator,0.02,17.54
1769572482.87567,alice,2.38,45.91
1769572482.87567,bob,0.90,44.95
1769572482.87567,carol,2.37,45.79
1769572482.87567,dave,0.99,44.34
1769572482.87567,orchestrator,0.00,17.54
1769572485.9475796,alice,2.34,45.92
1769572485.9475796,bob,1.00,45.24
1769572485.9475796,carol,2.68,45.55
1769572485.9475796,dave,1.26,44.61
1769572485.9475796,orchestrator,0.00,17.54
1769572489.0218127,alice,2.83,45.93
1769572489.0218127,bob,1.39,44.98
1769572489.0218127,carol,2.42,45.55
1769572489.0218127,dave,1.02,44.34
1769572489.0218127,orchestrator,0.00,17.54
1769572492.0970085,alice,2.62,45.94
1769572492.0970085,bob,1.33,45
1769572492.0970085,carol,2.68,45.81
1769572492.0970085,dave,1.36,44.59
1769572492.0970085,orchestrator,2.14,17.55
1769572495.1703198,alice,2.27,45.95
1769572495.1703198,bob,0.99,44.98
1769572495.1703198,carol,2.96,45.58
1769572495.1703198,dave,1.71,44.37
1769572495.1703198,orchestrator,0.79,17.79
1769572498.2459707,alice,3.23,45.96
1769572498.2459707,bob,1.69,45.24
1769572498.2459707,carol,2.91,45.83
1769572498.2459707,dave,1.37,44.6
1769572498.2459707,orchestrator,0.43,17.54
1769572501.3167832,alice,2.24,45.97
1769572501.3167832,bob,0.93,44.99
1769572501.3167832,carol,2.24,45.59
1769572501.3167832,dave,1.00,44.36
1769572501.3167832,orchestrator,0.00,17.54
1769572504.3933916,alice,2.22,45.98
1769572504.3933916,bob,0.87,45.24
1769572504.3933916,carol,2.63,45.61
1769572504.3933916,dave,1.34,44.85
1769572504.3933916,orchestrator,0.00,17.54
1769572507.4697208,alice,2.20,45.98
1769572507.4697208,bob,0.86,45.24
1769572507.4697208,carol,2.66,45.87
1769572507.4697208,dave,1.31,44.41
1769572507.4697208,orchestrator,0.35,17.86
1769572511.5434432,alice,2.20,46
1769572511.5434432,bob,1.05,45.24
1769572511.5434432,carol,2.37,45.66
1769572511.5434432,dave,1.00,44.39
1769572511.5434432,orchestrator,0.00,17.54
1769572514.6192806,alice,2.18,46.26
1769572514.6192806,bob,0.90,45
1769572514.6192806,carol,2.80,46.17
1769572514.6192806,dave,1.42,44.38
1769572514.6192806,orchestrator,1.74,17.79
1769572517.698685,alice,2.26,46.01
1769572517.698685,bob,0.90,45.25
1769572517.698685,carol,2.28,45.68
1769572517.698685,dave,0.88,44.62
1769572517.698685,orchestrator,0.02,17.54
1769572520.7749026,alice,2.28,46.05
1769572520.7749026,bob,1.05,45.01
1769572520.7749026,carol,2.67,45.69
1769572520.7749026,dave,1.11,44.64
1769572520.7749026,orchestrator,0.00,17.54
1769572523.8483956,alice,2.27,46.03
1769572523.8483956,bob,0.88,45
1769572523.8483956,carol,2.41,45.7
1769572523.8483956,dave,1.12,44.91
1769572523.8483956,orchestrator,0.00,17.54
1769572526.9229724,alice,2.19,46.04
1769572526.9229724,bob,0.90,45
1769572526.9229724,carol,2.72,46.21
1769572526.9229724,dave,0.89,44.64
1769572526.9229724,orchestrator,1.41,17.61
1769572529.99822,alice,4.11,46.07
1769572529.99822,bob,1.44,45
1769572529.99822,carol,2.43,45.72
1769572529.99822,dave,1.03,44.41
1769572529.99822,orchestrator,0.00,17.79
1769572533.0724618,alice,2.25,46.07
1769572533.0724618,bob,0.85,45.24
1769572533.0724618,carol,2.59,46.48
1769572533.0724618,dave,0.89,44.41
1769572533.0724618,orchestrator,0.17,17.55
1769572536.147335,alice,2.22,46.08
1769572536.147335,bob,0.91,45
1769572536.147335,carol,2.35,45.75
1769572536.147335,dave,1.01,44.42
1769572536.147335,orchestrator,0.02,17.54
1769572539.2214391,alice,2.17,46.09
1769572539.2214391,bob,0.86,45
1769572539.2214391,carol,2.80,46.02
1769572539.2214391,dave,1.37,44.45
1769572539.2214391,orchestrator,0.00,17.54
1769572542.2951841,alice,2.39,46.12
1769572542.2951841,bob,1.34,45.75
1769572542.2951841,carol,2.26,45.77
1769572542.2951841,dave,0.91,44.43
1769572542.2951841,orchestrator,0.00,17.54
1769572546.3727183,alice,4.09,46.36
1769572546.3727183,bob,1.34,45.02
1769572546.3727183,carol,2.69,45.78
1769572546.3727183,dave,1.27,44.68
1769572546.3727183,orchestrator,2.57,17.55
1769572549.4485548,alice,2.99,46.71
1769572549.4485548,bob,1.40,45.03
1769572549.4485548,carol,2.43,46.04
1769572549.4485548,dave,0.98,44.68
1769572549.4485548,orchestrator,0.10,17.54
1769572552.5236013,alice,4.68,44.75
1769572552.5236013,bob,0.08,45.01
1769572552.5236013,carol,5.06,44.91
1769572552.5236013,dave,0.36,44.42
1769572552.5236013,orchestrator,0.00,17.54
1769572555.6464164,alice,0.51,45.02
1769572555.6464164,bob,0.55,45.29
1769572555.6464164,carol,0.68,44.71
1769572555.6464164,dave,0.85,44.42
1769572555.6464164,orchestrator,0.00,17.54
1769572558.730936,alice,0.65,44.79
1769572558.730936,bob,0.02,45.03
1769572558.730936,carol,0.43,44.46
1769572558.730936,dave,4.89,44.36
1769572558.730936,orchestrator,0.00,17.54
1769572561.8090744,alice,12.28,46.21
1769572561.8090744,bob,0.77,45.45
1769572561.8090744,carol,11.58,46.51
1769572561.8090744,dave,0.67,44.75
1769572561.8090744,orchestrator,0.00,17.54
1769572564.8884313,alice,2.01,46.71
1769572564.8884313,bob,2.02,45.34
1769572564.8884313,carol,0.52,46.37
1769572564.8884313,dave,1.03,44.75
1769572564.8884313,orchestrator,1.85,17.59
1769572567.9696696,alice,0.41,46.53
1769572567.9696696,bob,0.87,45.29
1769572567.9696696,carol,2.30,46.65
1769572567.9696696,dave,2.06,45.02
1769572567.9696696,orchestrator,0.46,17.54
1769572571.0452588,alice,4.74,44.87
1769572571.0452588,bob,1.40,45.29
1769572571.0452588,carol,1.22,44.51
1769572571.0452588,dave,0.45,44.39
1769572571.0452588,orchestrator,0.47,17.54
1769572574.1215317,alice,0.01,44.86
1769572574.1215317,bob,0.01,45.11
1769572574.1215317,carol,0.21,44.51
1769572574.1215317,dave,0.18,44.64
1769572574.1215317,orchestrator,0.00,17.54
1769572578.198239,alice,0.12,45.11
1769572578.198239,bob,0.25,45.07
1769572578.198239,carol,0.06,44.52
1769572578.198239,dave,0.24,44.39
1769572578.198239,orchestrator,0.00,17.54
1769572581.2735658,alice,0.01,44.86
1769572581.2735658,bob,0.01,45.3
1769572581.2735658,carol,0.22,44.78
1769572581.2735658,dave,0.24,44.65
1769572581.2735658,orchestrator,0.00,17.54
1769572584.3487906,alice,11.02,45.86
1769572584.3487906,bob,0.10,45.43
1769572584.3487906,carol,7.32,45.49
1769572584.3487906,dave,0.12,44.79
1769572584.3487906,orchestrator,2.28,17.55
1769572587.4229424,alice,0.18,46.07
1769572587.4229424,bob,0.65,45.46
1769572587.4229424,carol,1.54,46.74
1769572587.4229424,dave,1.63,45.05
1769572587.4229424,orchestrator,0.78,17.54
1769572590.4986577,alice,0.58,45.9
1769572590.4986577,bob,0.77,45.23
1769572590.4986577,carol,0.15,46.05
1769572590.4986577,dave,0.94,44.77
1769572590.4986577,orchestrator,0.02,17.54
1769572593.5752392,alice,1.28,46.19
1769572593.5752392,bob,1.61,45.23
1769572593.5752392,carol,0.30,46.37
1769572593.5752392,dave,0.81,44.82
1769572593.5752392,orchestrator,0.00,17.54
1769572596.650385,alice,0.38,46.54
1769572596.650385,bob,0.96,45.71
1769572596.650385,carol,0.12,46.36
1769572596.650385,dave,0.75,44.62
1769572596.650385,orchestrator,0.00,17.54
1769572599.727548,alice,0.71,45.99
1769572599.727548,bob,1.40,45.48
1769572599.727548,carol,0.11,46.13
1769572599.727548,dave,0.78,44.55
1769572599.727548,orchestrator,0.34,18.35
1769572602.8077214,alice,0.18,46.19
1769572602.8077214,bob,0.93,44.94
1769572602.8077214,carol,0.70,46.36
1769572602.8077214,dave,0.94,44.79
