timestamp,container,cpu_perc,mem_mib
1769551235.5063896,orchestrator,0.00,17.78
1769551238.581752,alice,0.16,64.17
1769551238.581752,bob,0.74,28.79
1769551238.581752,carol,0.19,61.43
1769551238.581752,dave,0.93,28.32
1769551238.581752,orchestrator,0.00,17.78
1769551241.6588304,alice,0.15,64.18
1769551241.6588304,bob,2.33,29.05
1769551241.6588304,carol,0.18,61.52
1769551241.6588304,dave,0.81,28.32
1769551241.6588304,orchestrator,1.10,17.85
1769551244.73665,alice,0.15,64.2
1769551244.73665,bob,0.65,29.04
1769551244.73665,carol,1.39,61.63
1769551244.73665,dave,1.61,28.57
1769551244.73665,orchestrator,0.42,17.78
1769551247.8150184,alice,0.13,64.25
1769551247.8150184,bob,0.66,29.03
1769551247.8150184,carol,1.44,62.08
1769551247.8150184,dave,1.03,28.31
1769551247.8150184,orchestrator,0.00,17.78
1769551250.8918056,alice,0.23,64.4
1769551250.8918056,bob,0.91,28.98
1769551250.8918056,carol,0.18,61.61
1769551250.8918056,dave,0.48,28.37
1769551250.8918056,orchestrator,0.00,17.78
1769551253.9740107,alice,0.21,64.11
1769551253.9740107,bob,0.90,28.8
1769551253.9740107,carol,0.16,61.39
1769551253.9740107,dave,0.84,28.32
1769551253.9740107,orchestrator,0.00,17.78
1769551257.0485022,alice,0.11,64.09
1769551257.0485022,bob,0.95,29.05
1769551257.0485022,carol,0.15,61.51
1769551257.0485022,dave,0.71,28.43
1769551257.0485022,orchestrator,0.00,17.78
1769551260.1254983,alice,0.92,64.3
1769551260.1254983,bob,2.26,29.3
1769551260.1254983,carol,0.24,61.54
1769551260.1254983,dave,0.95,28.33
1769551260.1254983,orchestrator,1.96,17.8
1769551263.2061927,alice,1.53,64.39
1769551263.2061927,bob,0.88,28.81
1769551263.2061927,carol,2.30,61.49
1769551263.2061927,dave,2.40,28.55
1769551263.2061927,orchestrator,1.98,17.79
1769551266.2843618,alice,0.22,64.39
1769551266.2843618,bob,0.59,29.05
1769551266.2843618,carol,0.14,61.61
1769551266.2843618,dave,0.87,28.32
1769551266.2843618,orchestrator,0.02,17.79
1769551269.3601396,alice,0.23,64.41
1769551269.3601396,bob,1.15,29.05
1769551269.3601396,carol,0.18,61.64
1769551269.3601396,dave,0.79,28.58
1769551269.3601396,orchestrator,0.00,17.79
1769551272.4370248,alice,0.35,64.18
1769551272.4370248,bob,1.00,29.2
1769551272.4370248,carol,0.22,61.58
1769551272.4370248,dave,0.92,28.34
1769551272.4370248,orchestrator,0.00,17.79
1769551275.5123298,alice,0.18,64.17
1769551275.5123298,bob,0.84,29.23
1769551275.5123298,carol,0.25,61.48
1769551275.5123298,dave,0.91,28.77
1769551275.5123298,orchestrator,0.00,17.79
1769551278.589414,alice,0.22,64.35
1769551278.589414,bob,1.94,29.38
1769551278.589414,carol,0.30,61.5
1769551278.589414,dave,0.91,28.35
1769551278.589414,orchestrator,0.00,17.79
1769551281.6684678,alice,0.17,64.23
1769551281.6684678,bob,0.72,29
1769551281.6684678,carol,0.81,61.93
1769551281.6684678,dave,1.56,28.57
1769551281.6684678,orchestrator,1.12,17.8
1769551284.7486048,alice,0.73,64.32
1769551284.7486048,bob,1.49,28.94
1769551284.7486048,carol,0.23,61.86
1769551284.7486048,dave,0.94,28.35
1769551284.7486048,orchestrator,0.42,17.79
1769551287.825565,alice,0.16,64.29
1769551287.825565,bob,0.65,29.22
1769551287.825565,carol,0.21,61.61
1769551287.825565,dave,0.72,28.59
1769551287.825565,orchestrator,0.00,17.79
1769551290.907043,alice,0.13,64.43
1769551290.907043,bob,0.78,29.06
1769551290.907043,carol,0.50,61.6
1769551290.907043,dave,1.03,28.36
1769551290.907043,orchestrator,0.00,17.79
1769551293.988665,alice,0.26,64.29
1769551293.988665,bob,1.01,29.27
1769551293.988665,carol,0.17,61.85
1769551293.988665,dave,0.87,28.35
1769551293.988665,orchestrator,0.00,17.79
1769551297.0646665,alice,0.87,64.64
1769551297.0646665,bob,1.24,29.09
1769551297.0646665,carol,0.19,61.68
1769551297.0646665,dave,1.09,28.61
1769551297.0646665,orchestrator,0.00,17.79
1769551300.1556525,alice,0.53,64.71
1769551300.1556525,bob,1.12,29.01
1769551300.1556525,carol,0.18,61.74
1769551300.1556525,dave,0.88,28.61
1769551300.1556525,orchestrator,1.82,17.79
1769551303.235249,alice,0.33,64.44
1769551303.235249,bob,0.90,28.85
1769551303.235249,carol,0.40,61.55
1769551303.235249,dave,1.31,28.73
1769551303.235249,orchestrator,0.02,17.79
1769551306.3114247,alice,0.13,64.34
1769551306.3114247,bob,0.58,28.94
1769551306.3114247,carol,0.16,61.77
1769551306.3114247,dave,0.80,28.45
1769551306.3114247,orchestrator,0.00,17.79
1769551309.3883035,alice,0.12,64.55
1769551309.3883035,bob,0.83,29.08
1769551309.3883035,carol,0.39,61.76
1769551309.3883035,dave,0.80,28.37
1769551309.3883035,orchestrator,0.00,17.79
1769551312.4652421,alice,0.25,64.41
1769551312.4652421,bob,0.79,29.1
1769551312.4652421,carol,0.16,61.78
1769551312.4652421,dave,0.97,28.37
1769551312.4652421,orchestrator,1.20,17.86
1769551315.5428667,alice,1.58,64.73
1769551315.5428667,bob,0.79,28.85
1769551315.5428667,carol,0.16,61.68
1769551315.5428667,dave,0.80,28.61
1769551315.5428667,orchestrator,0.48,17.79
1769551318.6259751,alice,0.16,64.36
1769551318.6259751,bob,0.84,28.86
1769551318.6259751,carol,0.21,61.64
1769551318.6259751,dave,0.79,28.57
1769551318.6259751,orchestrator,0.44,17.79
1769551321.7105396,alice,0.18,64.58
1769551321.7105396,bob,0.98,28.86
1769551321.7105396,carol,0.21,61.6
1769551321.7105396,dave,1.01,28.48
1769551321.7105396,orchestrator,0.02,17.79
1769551324.7872608,alice,0.10,64.39
1769551324.7872608,bob,1.07,28.84
1769551324.7872608,carol,0.14,61.64
1769551324.7872608,dave,0.79,28.45
1769551324.7872608,orchestrator,0.00,17.79
1769551327.866351,alice,0.23,64.45
1769551327.866351,bob,1.13,29.2
1769551327.866351,carol,0.23,61.8
1769551327.866351,dave,0.87,28.63
1769551327.866351,orchestrator,0.00,17.79
1769551330.943499,alice,1.57,64.5
1769551330.943499,bob,1.88,29.52
1769551330.943499,carol,0.23,61.75
1769551330.943499,dave,1.27,28.37
1769551330.943499,orchestrator,2.13,17.8
1769551334.0227547,alice,1.47,64.96
1769551334.0227547,bob,0.97,28.85
1769551334.0227547,carol,0.33,61.83
1769551334.0227547,dave,0.66,28.38
1769551334.0227547,orchestrator,0.44,17.79
1769551337.1003797,alice,0.22,64.32
1769551337.1003797,bob,0.95,28.86
1769551337.1003797,carol,1.91,62.04
1769551337.1003797,dave,1.28,28.41
1769551337.1003797,orchestrator,0.00,17.79
1769551340.176885,alice,0.17,64.65
1769551340.176885,bob,0.79,28.86
1769551340.176885,carol,0.56,62.02
1769551340.176885,dave,1.17,28.7
1769551340.176885,orchestrator,0.00,17.79
1769551343.2543943,alice,0.26,64.41
1769551343.2543943,bob,0.92,29.1
1769551343.2543943,carol,0.32,61.73
1769551343.2543943,dave,0.99,28.63
1769551343.2543943,orchestrator,0.00,17.79
1769551346.3308718,alice,0.25,64.88
1769551346.3308718,bob,1.10,29.19
1769551346.3308718,carol,0.22,61.69
1769551346.3308718,dave,0.87,28.38
1769551346.3308718,orchestrator,0.00,17.79
1769551349.4075325,alice,2.39,64.82
1769551349.4075325,bob,2.41,28.86
1769551349.4075325,carol,0.32,61.72
1769551349.4075325,dave,1.19,28.63
1769551349.4075325,orchestrator,1.09,17.86
1769551352.482287,alice,0.43,64.61
1769551352.482287,bob,1.08,28.86
1769551352.482287,carol,1.46,61.91
1769551352.482287,dave,2.24,29.19
1769551352.482287,orchestrator,0.44,17.79
1769551355.5617528,alice,0.19,64.5
1769551355.5617528,bob,0.58,28.87
1769551355.5617528,carol,1.58,62
1769551355.5617528,dave,1.18,28.42
1769551355.5617528,orchestrator,0.41,17.79
1769551358.6374242,alice,0.13,64.47
1769551358.6374242,bob,0.76,28.85
1769551358.6374242,carol,0.30,61.86
1769551358.6374242,dave,1.16,28.42
1769551358.6374242,orchestrator,0.00,17.79
1769551361.7161531,alice,0.21,64.71
1769551361.7161531,bob,1.08,29.11
1769551361.7161531,carol,0.11,61.94
1769551361.7161531,dave,0.45,28.63
1769551361.7161531,orchestrator,0.00,17.79
1769551364.7922566,alice,0.12,64.71
1769551364.7922566,bob,0.83,29.27
1769551364.7922566,carol,0.20,61.85
1769551364.7922566,dave,1.02,28.66
1769551364.7922566,orchestrator,0.00,17.79
1769551367.8678408,alice,0.82,64.54
1769551367.8678408,bob,0.95,29.13
1769551367.8678408,carol,0.19,61.96
1769551367.8678408,dave,0.90,28.69
1769551367.8678408,orchestrator,2.58,17.83
1769551370.946872,alice,0.25,64.57
1769551370.946872,bob,1.01,29.13
1769551370.946872,carol,0.21,61.98
1769551370.946872,dave,2.11,28.74
1769551370.946872,orchestrator,1.72,17.8
1769551374.028976,alice,0.19,64.69
1769551374.028976,bob,1.78,29.15
1769551374.028976,carol,0.20,61.93
1769551374.028976,dave,0.81,28.66
1769551374.028976,orchestrator,0.02,17.8
1769551377.106905,alice,0.81,65.51
1769551377.106905,bob,1.32,29.14
1769551377.106905,carol,0.20,61.94
1769551377.106905,dave,0.64,28.41
1769551377.106905,orchestrator,0.00,17.8
1769551380.1858733,alice,0.15,64.79
1769551380.1858733,bob,0.79,29.13
1769551380.1858733,carol,0.18,61.93
1769551380.1858733,dave,0.81,28.64
1769551380.1858733,orchestrator,0.00,17.8
1769551383.263779,alice,0.29,64.53
1769551383.263779,bob,0.69,29.13
1769551383.263779,carol,0.36,61.88
1769551383.263779,dave,1.22,28.41
1769551383.263779,orchestrator,0.00,17.8
1769551386.3433669,alice,0.11,64.57
1769551386.3433669,bob,0.67,29.16
1769551386.3433669,carol,0.20,61.93
1769551386.3433669,dave,0.83,28.91
1769551386.3433669,orchestrator,2.22,17.8
1769551389.4246347,alice,0.13,64.62
1769551389.4246347,bob,0.72,28.9
1769551389.4246347,carol,0.17,61.89
1769551389.4246347,dave,0.97,28.77
1769551389.4246347,orchestrator,0.00,17.8
1769551392.5027037,alice,0.31,64.87
1769551392.5027037,bob,0.89,29.18
1769551392.5027037,carol,0.10,61.89
1769551392.5027037,dave,0.73,28.66
1769551392.5027037,orchestrator,0.08,17.8
1769551395.579863,alice,0.11,64.55
1769551395.579863,bob,0.67,28.91
1769551395.579863,carol,0.24,62.04
1769551395.579863,dave,0.78,28.55
1769551395.579863,orchestrator,0.00,17.8
1769551398.6558113,alice,0.16,64.68
1769551398.6558113,bob,0.99,28.9
1769551398.6558113,carol,0.16,61.93
1769551398.6558113,dave,0.78,28.41
1769551398.6558113,orchestrator,0.00,17.8
1769551401.7328012,alice,0.16,64.55
1769551401.7328012,bob,0.90,28.92
1769551401.7328012,carol,0.14,62.29
1769551401.7328012,dave,0.67,28.86
1769551401.7328012,orchestrator,0.00,17.8
1769551404.8101475,alice,1.10,65.87
1769551404.8101475,bob,1.17,28.95
1769551404.8101475,carol,0.16,62.27
1769551404.8101475,dave,0.89,28.66
1769551404.8101475,orchestrator,0.31,17.8
1769551407.8889284,alice,0.15,64.81
1769551407.8889284,bob,0.63,29.16
1769551407.8889284,carol,0.23,62.06
1769551407.8889284,dave,0.93,28.42
1769551407.8889284,orchestrator,1.69,17.8
1769551410.9664605,alice,0.14,64.72
1769551410.9664605,bob,1.01,29.16
1769551410.9664605,carol,0.13,62.02
1769551410.9664605,dave,0.64,28.41
1769551410.9664605,orchestrator,0.00,17.8
1769551414.0428758,alice,0.23,64.89
1769551414.0428758,bob,0.97,29.29
1769551414.0428758,carol,0.14,62.12
1769551414.0428758,dave,0.79,28.42
1769551414.0428758,orchestrator,0.00,17.8
1769551417.1200995,alice,0.12,64.82
1769551417.1200995,bob,0.83,29.16
1769551417.1200995,carol,0.26,62.11
1769551417.1200995,dave,0.88,28.43
1769551417.1200995,orchestrator,0.00,17.8
1769551420.1970346,alice,0.26,64.73
1769551420.1970346,bob,0.84,28.91
1769551420.1970346,carol,0.18,62.19
1769551420.1970346,dave,0.78,28.85
1769551420.1970346,orchestrator,0.00,17.8
1769551423.274018,alice,1.69,64.96
1769551423.274018,bob,1.35,28.95
1769551423.274018,carol,0.40,62.09
1769551423.274018,dave,1.13,28.83
1769551423.274018,orchestrator,0.00,17.8
1769551426.3524864,alice,0.21,64.79
1769551426.3524864,bob,0.79,28.93
1769551426.3524864,carol,1.49,63.09
1769551426.3524864,dave,0.86,28.92
1769551426.3524864,orchestrator,0.00,17.8
1769551429.4354615,alice,0.17,64.69
1769551429.4354615,bob,0.83,28.92
1769551429.4354615,carol,0.22,62.09
1769551429.4354615,dave,1.03,28.69
1769551429.4354615,orchestrator,0.00,17.8
1769551432.5137231,alice,0.26,64.92
1769551432.5137231,bob,0.93,28.93
1769551432.5137231,carol,0.24,62.12
1769551432.5137231,dave,1.21,28.46
1769551432.5137231,orchestrator,0.00,17.8
1769551435.589716,alice,0.22,64.72
1769551435.589716,bob,1.18,29.39
1769551435.589716,carol,0.14,62.18
1769551435.589716,dave,0.66,28.47
1769551435.589716,orchestrator,0.00,17.8
1769551438.6701698,alice,2.34,65.77
1769551438.6701698,bob,2.13,28.95
1769551438.6701698,carol,0.22,62.18
1769551438.6701698,dave,0.63,28.68
1769551438.6701698,orchestrator,2.34,17.81
1769551441.745788,alice,0.55,62.7
1769551441.745788,bob,0.28,28.8
1769551441.745788,carol,0.01,59.88
1769551441.745788,dave,0.01,28.3
1769551441.745788,orchestrator,0.34,17.82
1769551444.8244019,alice,0.02,62.44
1769551444.8244019,bob,0.01,28.8
1769551444.8244019,carol,1.26,59.89
1769551444.8244019,dave,0.25,28.34
1769551444.8244019,orchestrator,0.00,17.8
1769551447.9021947,alice,0.01,62.44
1769551447.9021947,bob,0.01,28.73
1769551447.9021947,carol,0.02,59.89
1769551447.9021947,dave,0.01,28.22
1769551447.9021947,orchestrator,0.00,17.8
1769551450.9859781,alice,2.18,63.08
1769551450.9859781,bob,0.88,28.75
1769551450.9859781,carol,2.19,60.52
1769551450.9859781,dave,0.91,28.24
1769551450.9859781,orchestrator,0.00,17.8
1769551454.0689168,alice,2.32,63.34
1769551454.0689168,bob,1.77,29
1769551454.0689168,carol,2.34,60.54
1769551454.0689168,dave,0.97,28.28
1769551454.0689168,orchestrator,0.00,17.8
1769551457.153428,alice,4.25,63.34
1769551457.153428,bob,2.25,28.76
1769551457.153428,carol,2.63,60.54
1769551457.153428,dave,1.33,28.5
1769551457.153428,orchestrator,1.43,17.87
1769551460.2330256,alice,2.30,63.11
1769551460.2330256,bob,1.13,28.76
1769551460.2330256,carol,4.28,61.02
1769551460.2330256,dave,2.41,28.75
1769551460.2330256,orchestrator,0.42,17.8
1769551463.3137257,alice,2.34,63.15
1769551463.3137257,bob,1.01,28.76
1769551463.3137257,carol,2.36,60.8
1769551463.3137257,dave,1.01,28.26
1769551463.3137257,orchestrator,0.39,17.8
1769551466.39284,alice,2.25,63.12
1769551466.39284,bob,0.86,29
1769551466.39284,carol,2.22,60.81
1769551466.39284,dave,0.84,28.27
1769551466.39284,orchestrator,0.00,17.8
1769551469.47132,alice,2.20,63.13
1769551469.47132,bob,0.84,28.76
1769551469.47132,carol,2.18,60.57
1769551469.47132,dave,0.85,28.52
1769551469.47132,orchestrator,0.00,17.8
1769551472.5530386,alice,2.28,63.14
1769551472.5530386,bob,1.00,28.77
1769551472.5530386,carol,2.24,60.57
1769551472.5530386,dave,1.00,28.51
1769551472.5530386,orchestrator,0.00,17.8
1769551475.6315093,alice,2.22,63.15
1769551475.6315093,bob,0.86,29.02
1769551475.6315093,carol,2.21,60.59
1769551475.6315093,dave,0.87,28.26
1769551475.6315093,orchestrator,2.19,17.81
1769551478.715134,alice,2.32,63.16
1769551478.715134,bob,0.85,28.77
1769551478.715134,carol,3.36,60.86
1769551478.715134,dave,2.73,28.5
1769551478.715134,orchestrator,1.23,17.81
1769551481.7969618,alice,2.33,63.17
1769551481.7969618,bob,0.90,28.77
1769551481.7969618,carol,2.28,60.62
1769551481.7969618,dave,0.88,28.29
1769551481.7969618,orchestrator,0.40,17.8
1769551484.8751285,alice,2.14,63.17
1769551484.8751285,bob,0.87,28.78
1769551484.8751285,carol,2.31,60.62
1769551484.8751285,dave,0.86,28.53
1769551484.8751285,orchestrator,0.00,17.8
1769551487.9548264,alice,2.21,63.17
1769551487.9548264,bob,0.86,28.76
1769551487.9548264,carol,2.24,60.63
1769551487.9548264,dave,0.86,28.53
1769551487.9548264,orchestrator,0.00,17.8
1769551491.0320268,alice,2.19,63.18
1769551491.0320268,bob,0.91,29.24
1769551491.0320268,carol,2.20,60.64
1769551491.0320268,dave,0.88,28.27
1769551491.0320268,orchestrator,0.00,17.8
1769551494.110289,alice,2.26,63.18
1769551494.110289,bob,2.31,28.84
1769551494.110289,carol,2.20,60.64
1769551494.110289,dave,0.86,28.74
1769551494.110289,orchestrator,0.00,17.8
1769551497.1921375,alice,2.22,63.2
1769551497.1921375,bob,0.86,29.3
1769551497.1921375,carol,2.33,60.9
1769551497.1921375,dave,0.87,28.54
1769551497.1921375,orchestrator,1.82,17.82
1769551500.266008,alice,2.24,63.21
1769551500.266008,bob,0.87,29.03
1769551500.266008,carol,2.18,60.92
1769551500.266008,dave,0.87,28.29
1769551500.266008,orchestrator,0.00,17.8
1769551503.3391383,alice,2.32,63.26
1769551503.3391383,bob,1.05,28.79
1769551503.3391383,carol,2.45,60.68
1769551503.3391383,dave,1.09,28.8
1769551503.3391383,orchestrator,0.00,17.8
1769551506.4152622,alice,2.24,63.22
1769551506.4152622,bob,0.88,29.06
1769551506.4152622,carol,2.24,60.69
1769551506.4152622,dave,0.88,28.3
1769551506.4152622,orchestrator,0.00,17.8
1769551509.49226,alice,2.17,63.48
1769551509.49226,bob,0.99,29.05
1769551509.49226,carol,2.27,60.7
1769551509.49226,dave,0.88,28.54
1769551509.49226,orchestrator,1.14,17.88
1769551512.5678542,alice,3.64,63.51
1769551512.5678542,bob,1.27,28.8
1769551512.5678542,carol,2.25,60.7
1769551512.5678542,dave,1.04,28.38
1769551512.5678542,orchestrator,0.00,17.81
1769551515.6448882,alice,2.26,63.27
1769551515.6448882,bob,0.86,29.29
1769551515.6448882,carol,2.20,60.7
1769551515.6448882,dave,0.85,28.54
1769551515.6448882,orchestrator,0.00,17.81
1769551518.7207608,alice,2.23,63.52
1769551518.7207608,bob,0.90,28.8
1769551518.7207608,carol,2.17,60.72
1769551518.7207608,dave,0.88,28.3
1769551518.7207608,orchestrator,0.00,17.8
1769551521.7969975,alice,2.28,63.29
1769551521.7969975,bob,0.88,28.83
1769551521.7969975,carol,2.26,60.73
1769551521.7969975,dave,0.87,28.54
1769551521.7969975,orchestrator,0.00,17.8
1769551524.8745265,alice,2.30,63.29
1769551524.8745265,bob,0.87,28.81
1769551524.8745265,carol,2.25,60.74
1769551524.8745265,dave,0.87,28.3
1769551524.8745265,orchestrator,0.00,17.8
1769551527.9536808,alice,2.19,63.29
1769551527.9536808,bob,1.32,29.31
1769551527.9536808,carol,2.16,60.74
1769551527.9536808,dave,0.92,28.3
1769551527.9536808,orchestrator,0.33,17.89
1769551531.0288854,alice,3.53,63.32
1769551531.0288854,bob,1.07,28.81
1769551531.0288854,carol,2.28,60.75
1769551531.0288854,dave,0.87,28.57
1769551531.0288854,orchestrator,0.00,17.81
1769551534.104887,alice,2.27,63.32
1769551534.104887,bob,0.90,28.81
1769551534.104887,carol,3.70,60.77
1769551534.104887,dave,1.12,28.32
1769551534.104887,orchestrator,0.00,17.81
1769551537.181382,alice,2.21,63.32
1769551537.181382,bob,0.88,29.05
1769551537.181382,carol,2.16,60.77
1769551537.181382,dave,0.86,29.07
1769551537.181382,orchestrator,0.00,17.81
1769551540.2576866,alice,2.30,63.32
1769551540.2576866,bob,0.87,29.06
1769551540.2576866,carol,2.26,60.78
1769551540.2576866,dave,0.88,28.34
1769551540.2576866,orchestrator,0.00,17.81
1769551543.3330348,alice,2.31,63.34
1769551543.3330348,bob,1.05,29.09
1769551543.3330348,carol,2.32,60.82
1769551543.3330348,dave,1.02,28.33
1769551543.3330348,orchestrator,0.00,17.81
1769551546.4080002,alice,4.28,63.34
1769551546.4080002,bob,2.23,29.04
1769551546.4080002,carol,2.24,60.8
1769551546.4080002,dave,0.88,28.32
1769551546.4080002,orchestrator,1.99,17.81
1769551549.486453,alice,2.30,63.36
1769551549.486453,bob,0.93,29.06
1769551549.486453,carol,3.61,61.06
1769551549.486453,dave,2.49,28.82
1769551549.486453,orchestrator,0.47,17.81
1769551552.5652792,alice,2.40,63.37
1769551552.5652792,bob,0.89,28.81
1769551552.5652792,carol,3.57,60.84
1769551552.5652792,dave,1.29,28.32
1769551552.5652792,orchestrator,0.29,17.81
1769551555.646312,alice,2.20,63.36
1769551555.646312,bob,0.84,29.05
1769551555.646312,carol,2.28,60.82
1769551555.646312,dave,0.85,28.33
1769551555.646312,orchestrator,0.00,17.81
1769551558.7199192,alice,2.26,63.37
1769551558.7199192,bob,0.88,28.82
1769551558.7199192,carol,2.22,60.83
1769551558.7199192,dave,0.87,28.32
1769551558.7199192,orchestrator,0.00,17.81
1769551561.7969491,alice,2.19,63.38
1769551561.7969491,bob,0.90,28.82
1769551561.7969491,carol,2.27,60.84
1769551561.7969491,dave,0.88,28.32
1769551561.7969491,orchestrator,0.00,17.81
1769551564.8738115,alice,3.53,63.44
1769551564.8738115,bob,0.93,28.84
1769551564.8738115,carol,2.29,60.84
1769551564.8738115,dave,0.86,28.33
1769551564.8738115,orchestrator,0.45,17.81
1769551567.9520712,alice,2.27,63.41
1769551567.9520712,bob,0.89,29.07
1769551567.9520712,carol,4.21,61.09
1769551567.9520712,dave,2.21,28.34
1769551567.9520712,orchestrator,0.39,17.81
1769551571.0273285,alice,2.21,63.42
1769551571.0273285,bob,0.90,28.83
1769551571.0273285,carol,2.24,60.88
1769551571.0273285,dave,0.86,28.33
1769551571.0273285,orchestrator,0.40,17.82
1769551574.1049445,alice,2.17,63.43
1769551574.1049445,bob,0.86,29.05
1769551574.1049445,carol,2.16,60.88
1769551574.1049445,dave,0.87,28.36
1769551574.1049445,orchestrator,0.00,17.81
1769551577.18223,alice,2.80,63.44
1769551577.18223,bob,1.49,29.11
1769551577.18223,carol,2.22,60.88
1769551577.18223,dave,0.87,28.58
1769551577.18223,orchestrator,0.00,17.81
1769551580.2566774,alice,2.23,63.44
1769551580.2566774,bob,0.90,28.82
1769551580.2566774,carol,2.42,61.14
1769551580.2566774,dave,1.28,28.59
1769551580.2566774,orchestrator,0.00,17.81
1769551583.3341117,alice,2.38,63.46
1769551583.3341117,bob,2.24,29.32
1769551583.3341117,carol,2.43,60.89
1769551583.3341117,dave,1.01,28.34
1769551583.3341117,orchestrator,0.00,17.81
1769551586.4184587,alice,2.38,63.71
1769551586.4184587,bob,0.95,28.84
1769551586.4184587,carol,4.33,61.13
1769551586.4184587,dave,0.88,28.36
1769551586.4184587,orchestrator,1.88,17.81
1769551589.4980986,alice,2.27,63.47
1769551589.4980986,bob,0.92,28.84
1769551589.4980986,carol,2.27,61.16
1769551589.4980986,dave,0.92,28.34
1769551589.4980986,orchestrator,0.10,17.81
1769551592.5762184,alice,2.70,63.57
1769551592.5762184,bob,1.37,28.93
1769551592.5762184,carol,2.25,61.17
1769551592.5762184,dave,1.00,28.39
1769551592.5762184,orchestrator,0.00,17.81
1769551595.652352,alice,2.56,63.76
1769551595.652352,bob,1.25,29.61
1769551595.652352,carol,2.27,60.93
1769551595.652352,dave,0.88,28.35
1769551595.652352,orchestrator,0.00,17.81
1769551598.728207,alice,2.25,63.5
1769551598.728207,bob,0.92,29.11
1769551598.728207,carol,2.63,60.94
1769551598.728207,dave,1.20,28.6
1769551598.728207,orchestrator,0.76,18.13
1769551601.804613,alice,2.55,64.01
1769551601.804613,bob,0.90,29.12
1769551601.804613,carol,2.21,60.95
1769551601.804613,dave,0.91,28.6
1769551601.804613,orchestrator,0.00,17.81
1769551604.8782997,alice,2.24,63.52
1769551604.8782997,bob,0.89,28.86
1769551604.8782997,carol,2.30,60.96
1769551604.8782997,dave,0.94,28.61
1769551604.8782997,orchestrator,1.76,17.81
1769551607.9543777,alice,2.55,63.52
1769551607.9543777,bob,1.22,29.12
1769551607.9543777,carol,2.58,61.43
1769551607.9543777,dave,1.15,28.38
1769551607.9543777,orchestrator,0.00,17.81
1769551611.0289354,alice,2.26,63.53
1769551611.0289354,bob,0.95,28.87
1769551611.0289354,carol,2.31,60.99
1769551611.0289354,dave,0.90,28.64
1769551611.0289354,orchestrator,0.00,17.81
1769551614.1025126,alice,2.25,63.55
1769551614.1025126,bob,0.87,29.12
1769551614.1025126,carol,2.26,61.01
1769551614.1025126,dave,0.93,28.39
1769551614.1025126,orchestrator,0.00,17.81
1769551617.1793077,alice,2.21,63.55
1769551617.1793077,bob,0.88,28.89
1769551617.1793077,carol,2.21,61
1769551617.1793077,dave,0.86,28.39
1769551617.1793077,orchestrator,0.00,17.81
1769551620.2588553,alice,2.19,63.57
1769551620.2588553,bob,1.13,29.37
1769551620.2588553,carol,2.30,61.01
1769551620.2588553,dave,0.89,28.88
1769551620.2588553,orchestrator,0.47,17.82
1769551623.3356411,alice,2.35,63.57
1769551623.3356411,bob,1.01,28.9
1769551623.3356411,carol,3.73,62.24
1769551623.3356411,dave,1.21,28.39
1769551623.3356411,orchestrator,0.00,17.81
1769551626.4061089,alice,2.51,63.59
1769551626.4061089,bob,1.25,28.89
1769551626.4061089,carol,2.19,61.28
1769551626.4061089,dave,0.87,28.39
1769551626.4061089,orchestrator,0.00,17.81
1769551629.485,alice,2.20,63.83
1769551629.485,bob,0.86,28.89
1769551629.485,carol,2.25,61.04
1769551629.485,dave,0.90,28.39
1769551629.485,orchestrator,0.00,17.81
1769551632.562103,alice,2.41,63.66
1769551632.562103,bob,1.04,28.9
1769551632.562103,carol,2.25,61.05
1769551632.562103,dave,1.01,28.65
1769551632.562103,orchestrator,0.00,17.81
1769551635.6370618,alice,4.17,63.62
1769551635.6370618,bob,2.41,28.91
1769551635.6370618,carol,2.33,61.05
1769551635.6370618,dave,0.93,28.4
1769551635.6370618,orchestrator,1.14,18.38
1769551638.7149045,alice,2.21,63.86
1769551638.7149045,bob,1.15,28.91
1769551638.7149045,carol,2.82,61.3
1769551638.7149045,dave,0.86,28.42
1769551638.7149045,orchestrator,0.40,18.08
1769551641.7925003,alice,2.59,63.63
1769551641.7925003,bob,1.24,29.15
1769551641.7925003,carol,3.55,61.57
1769551641.7925003,dave,1.10,28.39
1769551641.7925003,orchestrator,0.00,17.82
1769551644.869813,alice,2.23,63.65
1769551644.869813,bob,0.88,28.91
1769551644.869813,carol,2.22,61.09
1769551644.869813,dave,0.84,28.42
1769551644.869813,orchestrator,0.00,17.82
1769551647.9457912,alice,2.21,63.66
1769551647.9457912,bob,0.93,28.91
1769551647.9457912,carol,2.26,61.1
1769551647.9457912,dave,0.82,28.88
1769551647.9457912,orchestrator,0.00,17.82
1769551651.0221114,alice,2.21,63.65
1769551651.0221114,bob,0.87,29.14
1769551651.0221114,carol,2.23,61.11
1769551651.0221114,dave,0.90,28.65
1769551651.0221114,orchestrator,0.00,17.82
1769551654.0979064,alice,4.19,63.84
1769551654.0979064,bob,1.03,28.92
1769551654.0979064,carol,2.30,61.11
1769551654.0979064,dave,0.91,28.65
1769551654.0979064,orchestrator,1.80,17.82
1769551657.1704566,alice,2.26,63.68
1769551657.1704566,bob,1.10,29.16
1769551657.1704566,carol,4.50,61.14
1769551657.1704566,dave,2.49,28.43
1769551657.1704566,orchestrator,1.75,17.82
1769551660.2458527,alice,2.28,63.69
1769551660.2458527,bob,0.89,28.91
